,gene,n_celltypes,celltypes,total_peaks,peaks_in_optic_cup_early,peaks_in_hatching_gland,peaks_in_unassigned,peaks_in_tail_bud_late,peaks_in_muscle,peaks_in_lateral_plate,peaks_in_PSM,peaks_in_enteric_neurons,peaks_in_hemangioblasts,peaks_in_floor_plate,peaks_in_diff_neurons,peaks_in_midbrain_hindbrain_boundary,peaks_in_NMPs,peaks_in_hematopoietic_vasculature,peaks_in_fast_muscle,peaks_in_neural,peaks_in_endoderm,peaks_in_heart_myocardium,peaks_in_hindbrain,peaks_in_notochord,peaks_in_epidermis,peaks_in_endo_pancreas,peaks_in_neural_crest
3976,FP016248.1,6,"optic_cup_early,unassigned,tail_bud_late,diff_neurons,midbrain_hindbrain_boundary,hindbrain",13,1,0,5,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0
9703,arl15a,6,"optic_cup_early,unassigned,tail_bud_late,lateral_plate,fast_muscle,hindbrain",13,1,0,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
10258,ccdc14,6,"optic_cup_early,unassigned,tail_bud_late,muscle,fast_muscle,heart_myocardium",13,2,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1399,nfic,6,"unassigned,tail_bud_late,muscle,enteric_neurons,hemangioblasts,heart_myocardium",12,0,0,5,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5849,CR847947.1,6,"optic_cup_early,unassigned,tail_bud_late,PSM,diff_neurons,hindbrain",12,5,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
5987,dscaml1,6,"optic_cup_early,unassigned,tail_bud_late,enteric_neurons,diff_neurons,hindbrain",12,1,0,4,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6771,nnt,6,"optic_cup_early,unassigned,tail_bud_late,muscle,NMPs,heart_myocardium",12,3,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8726,mtss1,6,"optic_cup_early,unassigned,tail_bud_late,muscle,PSM,hindbrain",12,3,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10332,bmpr1ba,6,"optic_cup_early,unassigned,tail_bud_late,muscle,PSM,floor_plate",12,1,0,5,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,myo16,6,"optic_cup_early,unassigned,tail_bud_late,muscle,floor_plate,midbrain_hindbrain_boundary",11,2,0,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2715,BX510306.1,6,"optic_cup_early,unassigned,tail_bud_late,PSM,NMPs,notochord",11,1,0,2,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3020,chd1,6,"optic_cup_early,unassigned,tail_bud_late,floor_plate,hematopoietic_vasculature,hindbrain",11,3,0,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6725,CR456642.2,6,"optic_cup_early,unassigned,tail_bud_late,PSM,enteric_neurons,neural",11,2,0,5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8560,si:dkey-22o22.2,6,"optic_cup_early,unassigned,tail_bud_late,lateral_plate,fast_muscle,notochord",11,5,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10263,RAPH1,6,"optic_cup_early,unassigned,tail_bud_late,muscle,lateral_plate,hindbrain",11,2,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10784,mgat4b,6,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,PSM,NMPs",11,2,1,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2725,adam12,6,"optic_cup_early,unassigned,tail_bud_late,PSM,NMPs,hematopoietic_vasculature",10,2,0,3,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
7109,myo10,6,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,lateral_plate,hematopoietic_vasculature",10,1,1,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7547,ephb2b,6,"optic_cup_early,unassigned,tail_bud_late,floor_plate,midbrain_hindbrain_boundary,hindbrain",10,2,0,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0
9022,mcc,6,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,lateral_plate,hindbrain",10,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9605,enah,6,"optic_cup_early,unassigned,tail_bud_late,muscle,PSM,hindbrain",10,4,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
242,GGT7,6,"optic_cup_early,unassigned,tail_bud_late,enteric_neurons,floor_plate,hematopoietic_vasculature",9,2,0,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1839,elf3,6,"optic_cup_early,unassigned,tail_bud_late,floor_plate,endoderm,hindbrain",9,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
5808,fn1b,6,"optic_cup_early,unassigned,tail_bud_late,PSM,diff_neurons,NMPs",9,1,0,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7677,mid1,6,"optic_cup_early,unassigned,tail_bud_late,PSM,endoderm,hindbrain",9,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9608,ERC1,6,"optic_cup_early,unassigned,tail_bud_late,lateral_plate,PSM,NMPs",9,2,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10008,arhgef2,6,"optic_cup_early,unassigned,tail_bud_late,PSM,hindbrain,endo_pancreas",9,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10666,dock9b,6,"optic_cup_early,hatching_gland,unassigned,muscle,enteric_neurons,fast_muscle",9,2,1,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11257,dgkza,6,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,neural,hindbrain",9,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1994,igdcc4,6,"optic_cup_early,unassigned,tail_bud_late,muscle,lateral_plate,hemangioblasts",8,1,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,zgc:77784,6,"optic_cup_early,unassigned,tail_bud_late,midbrain_hindbrain_boundary,neural,hindbrain",8,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
3834,nr2f2,6,"tail_bud_late,lateral_plate,PSM,floor_plate,endoderm,hindbrain",8,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
4053,hmgcl,6,"optic_cup_early,unassigned,tail_bud_late,lateral_plate,neural,hindbrain",8,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4495,BX005454.1,6,"optic_cup_early,unassigned,muscle,PSM,midbrain_hindbrain_boundary,neural",8,1,0,2,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6845,anks1b,6,"optic_cup_early,unassigned,enteric_neurons,hematopoietic_vasculature,notochord,neural_crest",8,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8978,fto,6,"optic_cup_early,unassigned,PSM,diff_neurons,hindbrain,notochord",8,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1100,lrp5,6,"optic_cup_early,unassigned,tail_bud_late,muscle,floor_plate,midbrain_hindbrain_boundary",7,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1476,BX005058.2,6,"hatching_gland,tail_bud_late,hemangioblasts,NMPs,hematopoietic_vasculature,heart_myocardium",7,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1965,hmgcll1,6,"optic_cup_early,unassigned,tail_bud_late,lateral_plate,neural,hindbrain",7,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2478,sema3fa,6,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,hindbrain,epidermis",7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
2668,prex1,6,"hatching_gland,unassigned,tail_bud_late,muscle,lateral_plate,fast_muscle",7,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1521,dennd2b,6,"optic_cup_early,unassigned,tail_bud_late,floor_plate,midbrain_hindbrain_boundary,notochord",6,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1624,ptch1,6,"optic_cup_early,unassigned,tail_bud_late,lateral_plate,PSM,floor_plate",6,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5921,grid1b,5,"optic_cup_early,unassigned,tail_bud_late,enteric_neurons,heart_myocardium",55,6,0,41,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8909,asic2,5,"optic_cup_early,unassigned,tail_bud_late,muscle,enteric_neurons",45,2,0,32,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,ntm,5,"optic_cup_early,unassigned,tail_bud_late,muscle,PSM",39,2,0,27,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,grid2,5,"optic_cup_early,unassigned,tail_bud_late,muscle,enteric_neurons",38,6,0,22,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,ctnnd2a,5,"optic_cup_early,unassigned,tail_bud_late,PSM,enteric_neurons",38,5,0,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,NPAS3,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,muscle",36,4,1,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5991,si:dkeyp-14d3.1,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,hindbrain",34,3,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5098,dock1,5,"optic_cup_early,unassigned,tail_bud_late,lateral_plate,hindbrain",33,5,0,22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7323,tnr,5,"optic_cup_early,unassigned,tail_bud_late,floor_plate,endo_pancreas",31,4,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
603,pcdh15a,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,notochord",30,6,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10299,ank3a,5,"optic_cup_early,unassigned,tail_bud_late,hematopoietic_vasculature,hindbrain",30,4,0,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
953,pcdh15b,5,"optic_cup_early,unassigned,tail_bud_late,enteric_neurons,endoderm",29,3,0,22,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7587,dhh,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,muscle",28,6,1,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7162,si:ch211-186j3.6,5,"optic_cup_early,unassigned,tail_bud_late,PSM,notochord",26,4,0,15,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8829,sec14l1,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,enteric_neurons",25,3,2,12,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,lrp1bb,5,"optic_cup_early,unassigned,tail_bud_late,enteric_neurons,fast_muscle",24,3,0,13,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4200,mta1,5,"optic_cup_early,unassigned,tail_bud_late,midbrain_hindbrain_boundary,NMPs",24,1,0,15,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6817,ptprub,5,"optic_cup_early,unassigned,tail_bud_late,notochord,endo_pancreas",24,1,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
6917,snx2,5,"optic_cup_early,unassigned,tail_bud_late,muscle,hematopoietic_vasculature",24,8,0,9,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11079,sp2,5,"optic_cup_early,unassigned,tail_bud_late,floor_plate,notochord",22,3,0,11,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2126,GALNTL6,5,"optic_cup_early,unassigned,tail_bud_late,NMPs,neural",21,2,0,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2774,nbeab,5,"optic_cup_early,hatching_gland,unassigned,muscle,hindbrain",21,1,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3244,camta1,5,"optic_cup_early,unassigned,tail_bud_late,midbrain_hindbrain_boundary,NMPs",21,1,0,13,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3524,mctp1a,5,"unassigned,tail_bud_late,lateral_plate,enteric_neurons,midbrain_hindbrain_boundary",21,0,0,15,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5022,sbf2,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,enteric_neurons",21,2,1,15,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5942,ush2a,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,notochord",21,7,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5380,oxr1a,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,muscle",20,3,1,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8262,CU302321.2,5,"optic_cup_early,unassigned,tail_bud_late,enteric_neurons,midbrain_hindbrain_boundary",20,1,0,16,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10612,syne1b,5,"optic_cup_early,unassigned,tail_bud_late,muscle,floor_plate",20,3,0,11,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,snn,5,"optic_cup_early,unassigned,tail_bud_late,muscle,PSM",19,3,0,12,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7706,dnah1,5,"optic_cup_early,unassigned,tail_bud_late,hemangioblasts,NMPs",19,2,0,11,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7916,ryr1b,5,"optic_cup_early,unassigned,tail_bud_late,muscle,fast_muscle",19,1,0,13,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10287,vav3b,5,"optic_cup_early,unassigned,tail_bud_late,PSM,heart_myocardium",19,1,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5399,rbfox3a,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,diff_neurons",18,5,1,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5995,lrp8,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,midbrain_hindbrain_boundary",18,2,1,12,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6557,dab2,5,"optic_cup_early,unassigned,tail_bud_late,enteric_neurons,notochord",18,2,0,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7226,htr2cl1,5,"optic_cup_early,unassigned,tail_bud_late,PSM,heart_myocardium",18,2,0,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8434,tenm4,5,"optic_cup_early,unassigned,tail_bud_late,midbrain_hindbrain_boundary,hindbrain",18,3,0,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9782,klhl29,5,"optic_cup_early,unassigned,tail_bud_late,midbrain_hindbrain_boundary,hindbrain",18,2,0,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3421,BX005003.1,5,"optic_cup_early,unassigned,tail_bud_late,PSM,enteric_neurons",17,4,0,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5156,grik4,5,"unassigned,tail_bud_late,PSM,NMPs,notochord",17,0,0,8,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1861,sdk2b,5,"optic_cup_early,unassigned,tail_bud_late,heart_myocardium,hindbrain",16,1,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5085,mdga2a,5,"optic_cup_early,unassigned,tail_bud_late,hemangioblasts,hindbrain",16,3,0,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5952,tbc1d1,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,lateral_plate",16,5,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6647,kaznb,5,"hatching_gland,unassigned,tail_bud_late,floor_plate,NMPs",16,0,2,10,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8251,tec,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,endo_pancreas",16,2,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9135,thsd7aa,5,"optic_cup_early,unassigned,tail_bud_late,floor_plate,diff_neurons",16,3,0,8,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
9596,kcnq5b,5,"optic_cup_early,unassigned,muscle,fast_muscle,hindbrain",16,2,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4125,ppl,5,"optic_cup_early,unassigned,tail_bud_late,muscle,endo_pancreas",15,4,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6233,cntn4,5,"optic_cup_early,unassigned,tail_bud_late,enteric_neurons,neural",15,4,0,4,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8719,c8b,5,"optic_cup_early,unassigned,tail_bud_late,floor_plate,hindbrain",15,4,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9063,dnah6,5,"optic_cup_early,unassigned,tail_bud_late,enteric_neurons,neural",15,1,0,10,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9949,tpk1,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,endoderm",15,2,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10035,ppfia2,5,"optic_cup_early,unassigned,tail_bud_late,PSM,enteric_neurons",15,1,0,10,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11126,plch2a,5,"optic_cup_early,unassigned,enteric_neurons,hindbrain,epidermis",15,4,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
907,iqsec1b,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,lateral_plate",14,2,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4607,cux2b,5,"optic_cup_early,unassigned,tail_bud_late,diff_neurons,hindbrain",14,4,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7590,sema5ba,5,"optic_cup_early,unassigned,tail_bud_late,floor_plate,midbrain_hindbrain_boundary",14,2,0,8,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10927,cerk,5,"optic_cup_early,unassigned,tail_bud_late,diff_neurons,notochord",14,3,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1448,agrn,5,"optic_cup_early,unassigned,tail_bud_late,hemangioblasts,fast_muscle",13,6,0,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2993,bcas3,5,"optic_cup_early,unassigned,tail_bud_late,muscle,floor_plate",13,3,0,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,snd1,5,"unassigned,tail_bud_late,floor_plate,diff_neurons,endo_pancreas",13,0,0,4,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
445,nin,5,"optic_cup_early,unassigned,tail_bud_late,hemangioblasts,hindbrain",12,4,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
913,plxna1a,5,"optic_cup_early,unassigned,tail_bud_late,PSM,hindbrain",12,4,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5403,fgf11a,5,"optic_cup_early,hatching_gland,unassigned,enteric_neurons,fast_muscle",12,1,3,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6685,camta1a,5,"optic_cup_early,unassigned,tail_bud_late,midbrain_hindbrain_boundary,NMPs",12,1,0,7,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7142,kcnma1a,5,"optic_cup_early,unassigned,tail_bud_late,muscle,PSM",12,2,0,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7210,recql,5,"optic_cup_early,unassigned,tail_bud_late,floor_plate,midbrain_hindbrain_boundary",12,3,0,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8095,mast2,5,"optic_cup_early,unassigned,tail_bud_late,hemangioblasts,fast_muscle",12,6,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8108,ntn1a,5,"optic_cup_early,unassigned,tail_bud_late,floor_plate,heart_myocardium",12,2,0,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
8683,tox,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,floor_plate",12,1,1,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8924,dlg2,5,"optic_cup_early,unassigned,tail_bud_late,muscle,enteric_neurons",12,2,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10051,igf1,5,"optic_cup_early,unassigned,tail_bud_late,PSM,floor_plate",12,1,0,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10163,hdac4,5,"optic_cup_early,unassigned,tail_bud_late,PSM,enteric_neurons",12,1,0,5,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10623,stm,5,"optic_cup_early,unassigned,tail_bud_late,lateral_plate,endoderm",12,1,0,6,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3527,cacng2a,5,"unassigned,tail_bud_late,enteric_neurons,hindbrain,notochord",11,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4366,grip1,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,fast_muscle",11,2,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5506,cerkl,5,"optic_cup_early,unassigned,tail_bud_late,diff_neurons,notochord",11,2,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5537,akap6,5,"unassigned,tail_bud_late,muscle,enteric_neurons,floor_plate",11,0,0,6,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6671,grin2bb,5,"optic_cup_early,unassigned,tail_bud_late,muscle,fast_muscle",11,2,0,5,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9100,raly,5,"optic_cup_early,unassigned,tail_bud_late,muscle,notochord",11,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9291,dip2ca,5,"optic_cup_early,unassigned,tail_bud_late,hemangioblasts,hematopoietic_vasculature",11,2,0,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10146,fam20cb,5,"optic_cup_early,hatching_gland,unassigned,tail_bud_late,notochord",11,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
269,stard13b,5,"unassigned,tail_bud_late,muscle,hindbrain,endo_pancreas",10,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
980,lrp2a,5,"optic_cup_early,unassigned,tail_bud_late,floor_plate,heart_myocardium",10,2,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1133,nlk2,5,"optic_cup_early,unassigned,tail_bud_late,muscle,hemangioblasts",10,3,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,triob,5,"optic_cup_early,unassigned,tail_bud_late,hemangioblasts,hematopoietic_vasculature",10,2,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2054,add3a,5,"optic_cup_early,unassigned,tail_bud_late,diff_neurons,hindbrain",10,1,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2266,rbms3,5,"optic_cup_early,unassigned,tail_bud_late,lateral_plate,floor_plate",10,1,0,2,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,crim1,5,"optic_cup_early,unassigned,tail_bud_late,muscle,lateral_plate",10,1,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3677,plxna4,5,"optic_cup_early,unassigned,tail_bud_late,muscle,neural_crest",10,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3869,foxp2,5,"optic_cup_early,unassigned,tail_bud_late,lateral_plate,enteric_neurons",10,2,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5634,hpca,5,"optic_cup_early,unassigned,tail_bud_late,fast_muscle,hindbrain",10,2,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5842,kcnh5a,5,"unassigned,tail_bud_late,muscle,fast_muscle,neural",10,0,0,4,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
6739,ccdc18,5,"optic_cup_early,unassigned,tail_bud_late,muscle,hematopoietic_vasculature",10,1,0,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7830,fer,5,"optic_cup_early,unassigned,tail_bud_late,lateral_plate,PSM",10,1,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7909,ano1,5,"optic_cup_early,unassigned,lateral_plate,PSM,notochord",10,3,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8606,si:ch73-280o22.2,5,"optic_cup_early,unassigned,tail_bud_late,muscle,hindbrain",10,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9576,agap1,5,"optic_cup_early,unassigned,floor_plate,diff_neurons,hindbrain",10,4,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0
10386,pacrg,5,"optic_cup_early,unassigned,tail_bud_late,muscle,PSM",10,2,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10675,gse1,5,"optic_cup_early,tail_bud_late,lateral_plate,floor_plate,hindbrain",10,1,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
